,Fecha,Medio,Tipo de medio,Título,Resumen,Alcance
1038,2025-04-23,Reforma.com (sitio),Portales Nacionales,Activan contingencia en Valle de México,La Comisión Ambiental de la Megalópolis (CAMe) activó la Fase Uno de la contingencia por altas concentraciones de ozono en la Zona Metropolitana del Valle de México.,8200000
1039,2025-04-23,Por Esto QROO (sitio),Portales Estatales,CDMX activa Fase 1 por alta contaminación de ozono: conoce restricciones y recomendaciones clave,"La Comisión Ambiental de la Megalópolis (CAMe) anunció este miércoles la activación de la Fase 1 de contingencia ambiental atmosférica por ozono en la Zona Metropolitana del Valle de México, tras alcanzar niveles críticos de contaminación. }",26940
1040,2025-04-23,Selecciones CDMX (Sitio),Portales Estatales,Los sorprendentes beneficios del epazote que pocos conocen,"En las cocinas mexicanas, el epazote es ese toque misterioso que transforma unos simples frijoles en un platillo memorable. Pero su magia va más allá del sabor: esta hierba de olor intenso era el botiquín natural de los antiguos mexicanos. Según la Secretaría de Agricultura y Desarrollo Rural, el epazote (Dysphania ambrosioides) no solo sazona, sino que desparasita, alivia cólicos e incluso combate infecciones respiratorias.",101600
1041,2025-04-23,EdoMex 99.7 Uniradio,Radio FM,La académica Carmina Vivero hace un llamado para masificar el hábito de la lectura.,"Carmina Vivero, académica de la Universidad Autónoma del Estado de México (UAEM), ha instado a la sociedad a fomentar el hábito de la lectura. 
 
 En su artículo ""La lectura, pan nuestro de cada día"", publicado en la revista universitaria, destaca la importancia de la lectura como herramienta esencial para la vida. Vivero, doctora en biotecnología, subraya los beneficios de los libros y otros materiales para adquirir conocimiento y disfrutar de la recreación. 
 
 Enfatiza que la lectura es un hábito que se desarrolla de manera gradual y requiere paciencia y práctica constante, incluso en un contexto tecnológico donde el entretenimiento suele ser efímero. 
 
 Invita a participar en iniciativas como ""Abril de la Lectura"" de la UAEM y la Feria Internacional del Libro Estado de México, organizadas en colaboración con los gobiernos municipal y estatal.",
1042,2025-04-23,Canal 120 Milenio,TV Paga,"Contenido en milenio.com, Milenio Noticias 14 a 15.","- """"Acceso a Programas de Vivienda para Policías Municipales"""": Una nota de Óscar Balderas en Milenio aborda la falta de acceso a programas de vivienda para policías municipales en México, afectando al 95% de ellos. La información incluye testimonios de policías de diversos municipios y detalles sobre las prestaciones que reciben algunos elementos municipales. La falta de vivienda adecuada puede hacerlos vulnerables a la corrupción.
 
 - """"Fraudes en la Compra-Venta de Autos en Redes Sociales"""": Mina Dunder informa sobre una modalidad de fraude en la compra-venta de autos a través de redes sociales en la Ciudad de México. En lo que va del año, 10 personas han sido detenidas por este tipo de delitos, que han afectado tanto a compradores como a vendedores. La nota ofrece recomendaciones de las autoridades para evitar ser víctima de estas estafas.
 
 - """"Hospital Veterinario con Servicios Gratuitos y a Bajo Costo en Iztapalapa"""": Lizeth Hernández destaca un hospital veterinario en la alcaldía Iztapalapa que ofrece consultas gratuitas y servicios a precios accesibles, como urgencias, esterilización y rayos X. El hospital cuenta con el apoyo de auxiliares de la UNAM, UAM Xochimilco y UVM. Se proporcionan detalles sobre los servicios y precios disponibles.",2460000
1043,2025-04-23,EdoMex 99.7 Uniradio,Radio FM,"En entrevista, Daniela Giselle Rangel Espinosa y Jimena Guzmán Ruelas, representantes de Potromun, hablaron sobre la séptima edición del evento.","En entrevista, Daniela Giselle Rangel Espinosa y Jimena Guzmán Ruelas, representantes de Potromun, el Modelo de Naciones Unidas de la UAEMéx, compartieron detalles sobre la séptima edición del evento que se llevará a cabo del 22 al 24 de mayo de 2025 en las instalaciones de la universidad. 
 
 Daniela, quien es parte del equipo organizador, explicó que Potromun es una simulación de las reuniones de la ONU donde los estudiantes representan a diferentes países y debaten sobre temas globales. El objetivo principal de Potromun es inspirar a los jóvenes, fomentar habilidades de debate y negociación, y sensibilizarlos sobre los problemas mundiales. 
 
 Jimena añadió que hay dos formas de participación: como delegados, que representan a un país, y en el cuerpo de prensa, que documenta el evento. Ambos grupos deben prepararse investigando a fondo sobre sus temas y países asignados. La convocatoria para los delegados ya cerró, pero la del cuerpo de prensa permanece abierta hasta el 25 de abril. 
 
 Ambas destacaron la importancia de este modelo como un espacio académico que promueve el diálogo y la conexión entre jóvenes. 
 
 Para más información, invitaron a los interesados a seguir sus redes sociales, donde publican detalles sobre la convocatoria y el evento.",
1044,2025-04-23,Canal 4 N+Foro TV,TV Abierta,Estudiantes de la Unidad Iztapalapa de la UAM se sumaron al paro de labores de la Unidad Azcapotzalco.,"Estudiantes de la Unidad Iztapalapa de la Universidad Autónoma Metropolitana (UAM) se unieron al paro de labores iniciado por sus compañeros del plantel Azcapotzalco desde el lunes. 
 
 Los manifestantes demandan mejoras en la infraestructura de la institución y la atención a los problemas de violencia de género.",432000
1045,2025-04-23,Canal 4 N+Foro TV,TV Abierta,"Resumen Informativo, Noticias MX con Enrique Campos","- La fiscalía de la Ciudad de México ha tomado declaración a 35 personas en relación con la muerte de los fotoperiodistas Berenice y Miguel Ángel, causada por la caída de una estructura metálica en el parque Bicentenario. Se investigan a funcionarios y empresas implicadas en el montaje del evento.
 
 - Miguel N., conocido como el feminicida de Iztacalco, falleció en el Reclusorio Oriente por un traumatismo craneoencefálico tras caer de una litera. Las investigaciones no sugieren homicidio, y se están realizando análisis toxicológicos.
 
 - Brian N., alias el Cachorro, jefe de plaza del cártel de Chiapas y Guatemala, fue abatido en un operativo en Villa Corzo, Chiapas. Dos policías resultaron heridos y se aseguraron armas.
 
 - Un colectivo a favor del cannabis bloqueó parcialmente la avenida Juárez en la Ciudad de México, exigiendo la liberación de dos compañeros arrestados, afectando el tránsito vehicular.
 
 - Estudiantes de la UAM Iztapalapa se unieron al paro de la UAM Azcapotzalco, demandando mejoras en infraestructura y atención a la violencia de género.
 
 - En la línea tres del metro de la Ciudad de México, se reportaron incidentes en las estaciones La Raza y Centro Médico, causando retrasos en el servicio.
 
 - La policía de la Ciudad de México realizó un operativo de revisión de motocicletas en Benito Juárez, enviando algunas unidades al depósito por falta de documentación o por superar el límite de alcohol permitido.
 
 - Campesinos tomaron las instalaciones del SAT en Puebla, exigiendo la devolución de un impuesto, lo que provocó enfrentamientos con la policía y el desalojo de trabajadores y contribuyentes.
 
 - Una avioneta aterrizó de emergencia en la laguna de San Marcos, Jalisco, resultando en daños materiales. Se investiga la causa del incidente y el paradero de los tripulantes.
 
 - Se emitió una alerta sanitaria en Chihuahua por un brote de sarampión, con 514 casos confirmados, principalmente en el municipio de Cuauhtémoc.
 
 - Casi 20,000 personas visitaron la capilla ardiente del papa Francisco en el Vaticano, para despedirse y rezar por él.",432000
1046,2025-04-23,Milenio (sitio),Portales Nacionales,Doble Hoy No Circula este 24 de abril 2025: Cuáles coches descansan en CdMx y Edomex este jueves,"La Comisión Ambiental de la Megalópolis (CAMe) activó la contingencia ambiental este miércoles 23 de abril, a las 15:00 horas, se registró una concentración horaria máxima de ozono de 164 ppb en la estación UAM Xochimilco (UAX), ubicada en la Alcaldía del mismo nombre, Ciudad de México.",199654
1047,2025-04-23,88.9 Noticias,Radio FM,La UAM-Iztapalapa se suma al paro indefinido de la UAM-Azcapotzalco por nuevo reglamento.,"La Universidad Autónoma Metropolitana (UAM) Iztapalapa ha decidido unirse al paro indefinido iniciado por el plantel Azcapotzalco, en protesta por un nuevo reglamento que prohíbe fumar, usar vapeadores o cigarrillos electrónicos, así como realizar pintas o colocar mensajes en espacios no autorizados. 
 
 Aunque la UAM ha mostrado disposición para el diálogo, la situación se complica. Los planteles Cuajimalpa y Lerma han optado por no sumarse al paro, ya que sus estudiantes finalizan el trimestre este viernes.",1130000
1048,2025-04-23,Canal 4 N+Foro TV,TV Abierta,Estudiantes de la UAM Iztapalapa se suman al paro de labores en Azcapotzalco.,"Estudiantes de la Unidad Iztapalapa de la Universidad Autónoma Metropolitana (UAM) se unieron al paro de labores iniciado por sus compañeros del plantel Azcapotzalco desde el lunes. 
 
 Las demandas principales incluyen mejoras en la infraestructura de la institución y la atención a los problemas de violencia de género.",432000
1049,2025-04-23,TAMP La Prensa,Prensa Estatal,Cocó helicóptero,ESPECTÁCULO DE LA COMPAÑÍA ATHOSGARABATHOS PARA LAS INFANCIAS.,
1050,2025-04-23,Indicador Político MX (sitio),Portales Nacionales,Principales articulistas y columnistas en temas de seguridad y defensa (CEEPS),http://seguridadydefensa.mx,27100
1051,2025-04-23,el_cuartomx (X),X,"**¡Iztapalapa se une al paro indefinido! ** 
 La UAM Lerma y Xochimilco siguen con asambleas. Exigen atención a sus demandas y mejoras educativas.","**¡Iztapalapa se une al paro indefinido! ** 
 La UAM Lerma y Xochimilco siguen con asambleas. Exigen atención a sus demandas y mejoras educativas.",258
1052,2025-04-23,heraldodemexico (X),X,Iztapalapa se une al paro indefinido de la UAM; Lerma y Xochimilco mantienen asambleas.,"Iztapalapa se une al paro indefinido de la UAM; Lerma y Xochimilco mantienen asambleas.
 https://heraldodemexico.com.mx/nacional/2025/4/22/iztapalapa-se-une-al-paro-indefinido-de-la-uam-lerma-xochimilco-mantienen-asambleas-693290.html",404489
1053,2025-04-23,Pajaropolitico (X),X,La UAM Iztapalapa se sumó al paro que sostienen alumnos de Azcapotzalco,La UAM Iztapalapa se sumó al paro que sostienen alumnos de Azcapotzalco. La unidad Azcapotzalco anunció un paro indefinido en demanda de seguimiento a los casos de violencia de género y en protesta por la aprobación del Instructivo de Seguridad.,2695868
1054,2025-04-23,sanguizh (X),X,"Mientras tanto en la UAM Azcapotzalco.... Si, se están violando los derechos de la vida universitaria y no los vamos a dejar, #UamIztapalapa se une al paro, hoy asamblea en #UAMXochimilco","Mientras tanto en la UAM Azcapotzalco.... 
 Si, se están violando los derechos de la vida universitaria y no los vamos a dejar, #UamIztapalapa se une al paro, hoy asamblea en #UAMXochimilco",611
1055,2025-04-23,Canal 8.1 Heraldo TV,TV Paga,Estudiantes de la UAM Iztapalapa se suman al paro indefinido en apoyo a la UAM Azcapotzalco.,"Estudiantes de la Universidad Autónoma Metropolitana (UAM) Iztapalapa han iniciado un paro de 48 horas en solidaridad con el paro indefinido de sus compañeros en la UAM Azcapotzalco. 
 
 La protesta se origina en oposición a un Instructivo de Seguridad propuesto para implementarse en el plantel de la zona norte de la capital. 
 
 Durante este periodo, se restringirá el acceso a los estudiantes, exceptuando a aquellos que necesiten realizar actividades en laboratorios para no afectar sus investigaciones. 
 
 El paro concluirá el jueves, día en que se llevará a cabo una asamblea para decidir si se continúa con la protesta o se entregan las instalaciones a las autoridades de la UAM.",624000
1056,2025-04-23,Canal 2 Las Estrellas,TV Abierta,Estudiantes de la UAM-Azcapotzalco mantienen paro hasta derogar instructivo de seguridad.,"Estudiantes de la UAM-Azcapotzalco han decidido continuar con el paro hasta que se derogue el instructivo de seguridad aprobado por el consejo académico la semana pasada. 
 
 La universidad ha señalado que aún no se ha recibido el pliego petitorio. En un comunicado, la UAM-Azcapotzalco ha expresado su disposición para entablar un diálogo que facilite la reanudación de las actividades. 
 
 Asimismo, la UAM-Iztapalapa se ha sumado al paro, que se extenderá por 48 horas, con una asamblea programada para el viernes. Durante este periodo, solo se permitirá el acceso a laboratorios para actividades esenciales relacionadas con la experimentación y el cuidado de seres vivos.",14584862
1057,2025-04-23,Foro TV Web,TV Abierta,"Resumen Informativo, Estrictamente personal","*Se despiden del Papa en la Basílica de San Pedro.
 *Encharcamientos en Ecatepec tras fuertes lluvias.
 *Fuerte incendio en fábrica en Apodaca, Nuevo León.
 *Mueren seis personas en un pozo en Oaxaca.
 *Se une la UAM Iztapalapa al paro.",867700
1058,2025-04-23,Canal 1 Azteca 1,TV Abierta,"Resumen Informativo, Hechos AM Primera Línea","- Se han localizado siete fosas clandestinas en Sinaloa, específicamente en el ejido el Mezquitillo, sindicatura Costa Rica. El colectivo Sabuesos Guerrera encontró al menos 11 cadáveres semienterrados.
 
 - Un rescate fallido en un pozo de agua en Tezoatlán de Segura y Luna, Oaxaca, dejó seis personas fallecidas. Una nube de gas tóxico se generó cuando el dueño del pozo bajó a revisar una bomba de combustión interna. Entre los fallecidos están el dueño, su hijo, tres policías y un vecino.
 
 - Osvaldo, el presunto asesino de Vivian Carelli, ha sido vinculado a proceso por feminicidio. El abogado del acusado no presentó pruebas para su defensa. Vivian, de 26 años, fue asesinada en marzo de 2025 en Culiacán, donde mantenía una relación sentimental con el acusado.
 
 - El plantel Azcapotzalco de la UAM ha declarado un paro indefinido. Los estudiantes protestan contra modificaciones al instructivo de seguridad que consideran atentan contra sus derechos de protesta, organización y libre tránsito, además de criminalizar al estudiantado.
 
 - Enfrentamiento en Jonacatlán, Estado de México, entre policías y delincuentes tras el robo de un camión de electrodomésticos. El saldo fue de un muerto y dos detenidos.
 
 - Desde 2020, la cobertura de vacunación infantil contra la tos ferina ha disminuido en México. Especialistas advierten que la baja inversión del gobierno ha resultado en la muerte de 45 bebés y el aumento del precio de las vacunas. Este tema será abordado con Víctor Gómez, epidemiólogo y académico de la UNAM, en el programa Hechos AM.",11340000
1059,2025-04-23,Revista Espejo SIN (sitio),Portales Estatales,Debemos escuchar a las infancias,Texto: Luciana Oliver Barragán,41900
1060,2025-04-23,Canal 4 N+Foro TV,TV Abierta,La Universidad Autónoma Metropolitana Iztapalapa se unió al paro indefinido iniciado en Azcapotzalco.,"La Universidad Autónoma Metropolitana (UAM) Iztapalapa se ha unido al paro indefinido iniciado por los estudiantes de la UAM Azcapotzalco. 
 
 El acceso principal del plantel Iztapalapa fue cerrado con cadenas, interrumpiendo las actividades escolares. 
 
 Los estudiantes exigen mejoras en la infraestructura y denuncian casos de violencia de género.",432000
1061,2025-04-23,Canal 40 Adn,TV Abierta,Alumnos de la UAM Azcapotzalco mantienen un paro indefinido por mejoras en infraestructura y atención a la salud mental.,"Estudiantes de la Universidad Autónoma Metropolitana (UAM) Azcapotzalco han iniciado un paro indefinido, comenzando con la toma de las instalaciones del plantel desde el lunes. 
 
 Las demandas incluyen mejoras en la infraestructura, seguimiento a casos de violencia de género y atención a la salud mental. 
 
 Además, expresan su descontento por las modificaciones al instructivo de seguridad, que consideran violan el derecho a la protesta y criminalizan al estudiantado. 
 
 La universidad ha manifestado su disposición al diálogo con los alumnos.",3780000
1062,2025-04-23,El Universal (sitio),Portales Nacionales,Problemas mundiales y rezago de la teoría económica,"En más de 40 años, diversos países han aplicado políticas económicas neoliberales, sin lograr los resultados esperados, por el contrario, los problemas se han agravado todavía más. El crecimiento es cada vez más lento, la inflación persiste, la deuda Pública aumenta junto con el desempleo y la delincuencia con guerras en varias partes del planeta. En México, en 1987, el Producto Interno Bruto, era menor al de 1981, la inflación fue superior al 140%. Hoy en día, diferentes agencias pronostican un crecimiento menor al 1% y la deuda a pesar de los discursos del gobierno continúa creciendo. Del mismo modo, los Estados Unidos iniciaron los años ochenta con caídas en la producción y con precios mayores a los de la posguerra. En el momento actual, este país elevó la deuda pública hasta el punto de llegar a la insolvencia y ha iniciado una guerra comercial con el resto del planeta tratando de reducir su déficit público y comercial.",757666
1063,2025-04-23,La Izquierda Diario (Sitio),Portales Estatales,"Contra el ""Instructivo de seguridad"". Pronunciamiento de estudiantes de la UAM Azcapotzalco ante comunicado de las autoridades","Azcapotzalco, Ciudad de México a 22 de abril de 2025 A la Comunidad Universitaria A las Unidades hermanas de la Universidad Autónoma Metropolitana A la Rectoría y Secretaría de Unidad Al Pueblo de México",1300000
1064,2025-04-23,La Izquierda Diario (Sitio),Portales Estatales,"Contra el ""Instructivo de seguridad"". Asamblea en UAM Iztapalapa vota paro de 48 horas","Con una amplia participación de cientos de estudiantes, y la presencia de algunos profesores, este 22 de abril se llevó a cabo una asamblea en la UAM, plantel Iztapalapa, en la que se denunció el ""Instructivo de seguridad"", aprobado por el consejo académico. Se señaló que tal medida representa una violación para los estudiantes, docentes y trabajadores y sus derechos a la libre expresión y a la organización.",1300000
1065,2025-04-23,El Economista,Diario,Signos Vitales // La ruta multilateralista,Signos vitales Alberto Aguirre alberto.aguirre@eleconomista.mx,
1066,2025-04-22,MSN Noticias EU (sitio),Portales Estatales,UAM Iztapalapa entra en paro; estudiantes se suman a las demandas del campus Azcapotzalco,"La Universidad Autónoma Metropolitana (UAM) Iztapalapa se sumó esta tarde al paro que desde este lunes mantienen estudiantes en el campus Azcapotzalco para exigir mejora a la infraestructura de las instalaciones, atención a los problemas de violencia de género y a la salud mental.",1900000
1067,2025-04-22,MSN Noticias EU (sitio),Portales Estatales,Iztapalapa se une al paro indefinido de la UAM; Lerma y Xochimilco mantienen asambleas,"La Universidad Autónoma Metropolitana (UAM) plantel Iztapalapa se unió al paro estudiantil iniciado en el plantel Azcapotzalco, los estudiantes de Iztapalapa respaldan y se adhieren a las demandas presentadas por sus compañeros en Azcapotzalco, lo que demuestra una creciente solidaridad y un frente unido entre los estudiantes de la UAM.",1900000
1068,2025-04-22,La Razón On line (Sitio),Portales Nacionales,¿Por qué hay paro indefinido en la UAM Azcapotzalco y qué escuelas la apoyan?,"Estudiantes de la UAM Azcapotzalco iniciaron un paro indefinido por falta de respuesta a demandas sobre infraestructura, violencia de género y salud mental",56666
1069,2025-04-22,MSN Noticias EU (sitio),Portales Estatales,Cuándo-y a-qué hora-se publican-los resultados-de examen-uam-2025 te-decimos,"La Universidad Autónoma Metropolitana (UAM) está lista para revelar los resultados de su examen de admisión correspondiente a la primera convocatoria del 2025. Miles de jóvenes en todo el país esperan conocer si fueron admitidos en alguna de las carreras ofrecidas por la institución, tras haber presentado la evaluación entre el 24 y el 31 de marzo. La publicación oficial estará disponible a partir del primer minuto del lunes 21 de abril.",1900000
1070,2025-04-22,UAM CDMX (Sitio),Portales Estatales,Proyecto de la UAM compite por el mayor premio científico internacional en sostenibilidad,Número 225,4000
1071,2025-04-22,UAM CDMX (Sitio),Portales Estatales,Aprueban nombramiento de José Mariano García Garibay como Profesor Distinguido de la UAM,Número 224,4000
1072,2025-04-22,Diario de México (sitio),Portales Nacionales,UAM Iztapalapa se une al paro estudiantil de Azcapotzalco,Redacción,215700
1073,2025-04-22,102.5 MVS Noticias,Radio FM,"Resumen Informativo, Metrópoli","- Un hombre fue asesinado a tiros dentro de una purificadora en la alcaldía Tlalpan. Los primeros reportes indican que los agresores eran motociclistas.
 
 - Un tráiler cargado con cervezas se partió a la mitad, causando un gran tráfico durante varias horas.
 
 - Otro tráiler en la calzada Zaragoza, alcaldía Iztapalapa, se quedó sin frenos, chocó contra otro vehículo y dañó una caseta. No hubo víctimas mortales.
 
 - La Universidad Autónoma Metropolitana (UAM) y la Guamazcapotzalco están en paro desde el día de ayer. Informarán sobre cambios a través de redes sociales oficiales.
 
 - Un colectivo se manifestó bloqueando la circulación sobre doctor Río de la Loza frente a la Fiscalía General de Justicia de la Ciudad de México para exigir atención de las autoridades.
 
 - Jóvenes deportistas y sus padres protestaron en Paseo de la Reforma, alegando que no fueron considerados para el selectivo nacional.
 
 - Habitantes de la alcaldía Iztapalapa marcharon desde el metro San Antonio Abad hasta el Zócalo de la Ciudad de México.",1200000
1074,2025-04-22,El Universal (sitio),Portales Nacionales,UAM Iztapalapa entra en paro; estudiantes se suman a las demandas del campus Azcapotzalco,"La Universidad Autónoma Metropolitana (UAM) Iztapalapa se sumó esta tarde al paro que desde este lunes mantienen estudiantes en el campus Azcapotzalco para exigir mejora a la infraestructura de las instalaciones, atención a los problemas de violencia de género y a la salud mental.",757666
1075,2025-04-22,El Heraldo de México (sitio),Portales Nacionales,Iztapalapa se une al paro indefinido de la UAM; Lerma y Xochimilco mantienen asambleas,"La Universidad Autónoma Metropolitana (UAM) plantel Iztapalapa se unió al paro estudiantil iniciado en el plantel Azcapotzalco, los estudiantes de Iztapalapa respaldan y se adhieren a las demandas presentadas por sus compañeros en Azcapotzalco, lo que demuestra una creciente solidaridad y un frente unido entre los estudiantes de la UAM.",1674420
1076,2025-04-22,El Heraldo de México (sitio),Portales Nacionales,"Fuerte incendio en la México-Pachuca, cerca de la Central de Abasto en Tecámac | VIDEO","Un incendio de madera acomulada en un predio se registró la tarde de este martes 22 de abril en la carretera México-Pachuca, en dirección a la Ciudad de México, a la altura de la Central de Abastos de Tecamac. Equipos de emergencia se desplazaron al lugar para controlar el fuego y evitar que se propague a áreas cercanas.",1674420
1077,2025-04-22,Canal 21 Capital 21,TV Paga,La UAM Iztapalapa se suma al paro indefinido de la UAM Azcapotzalco.,"La Universidad Autónoma Metropolitana (UAM) Azcapotzalco ha iniciado un paro indefinido en respuesta a las denuncias estudiantiles sobre un instructivo de seguridad que, según ellos, vulnera sus derechos al limitar la protesta, la organización y el libre tránsito, además de criminalizar al estudiantado. 
 
 En solidaridad, la UAM Iztapalapa se ha unido al paro. Se prevé una reunión con las autoridades escolares para discutir posibles soluciones y determinar si el paro se extenderá o se levantará.",25000
1078,2025-04-22,Canal 4 N+Foro TV,TV Abierta,Estudiantes de la UAM-Iztapalapa se sumaron al paro de actividades que inició en la UAM-Azcapotzalco.,"Estudiantes de la UAM Iztapalapa se unieron al paro de actividades iniciado en la UAM Azcapotzalco, cerrando el acceso principal con cadenas. 
 
 Las demandas incluyen mejoras en infraestructura y denuncias de violencia de género. Se prevé que el paro dure 48 horas, con la posibilidad de reunirse con autoridades para evaluar la reanudación de actividades. 
 
 Este movimiento abarca al menos dos unidades de la Universidad Autónoma Metropolitana en la Ciudad de México.",432000
1079,2025-04-22,Canal 40 Adn,TV Abierta,Alumnos de la UAM-Azcapotzalco mantienen paro indefinido por falta de atención a sus demandas.,"Alumnos de la Universidad Autónoma Metropolitana (UAM) Azcapotzalco han declarado un paro indefinido, iniciando con la toma de las instalaciones del plantel desde el lunes. 
 
 Entre sus demandas se encuentran mejoras en infraestructura, seguimiento a casos de violencia de género y atención a la salud mental. 
 
 Además, expresan su descontento por las modificaciones al instructivo de seguridad, que consideran atentan contra el derecho a la protesta, la libre organización y el libre tránsito, así como la criminalización de estas acciones. 
 
 A pesar de la situación, el estudiantado ha manifestado su disposición al diálogo con las autoridades universitarias.",3780000
1080,2025-04-22,104.1 Radio Fórmula,Radio FM,"En entrevista, Gabriel Sosa Plata, profesor investigador de la UAM, habló sobre la ley de telecomunicaciones.","En entrevista con Juan Becerra Acosta, Gabriel Sosa Plata, profesor investigador de la Universidad Autónoma Metropolitana y especialista en telecomunicaciones, expresó su opinión sobre la propuesta de rescatar un artículo de la Ley Federal de Telecomunicaciones que prohíbe a gobiernos o entidades gubernamentales extranjeras hacer propaganda en México. 
 
 Sosa Plata destacó que la Ley Federal de Telecomunicaciones de 2014, que abrogó la Ley Federal de Radio y Televisión de 1960, no mantuvo ciertas restricciones nacionalistas importantes, lo que permitió que intereses empresariales, como los de Televisa, influyeran en su redacción. Señaló que esta falta de restricciones ha tenido consecuencias negativas, como la difusión de spots xenófobos y racistas. 
 
 Sosa Plata espera que la nueva iniciativa, que se discutirá en el Congreso, incluya este artículo y otros aspectos fundamentales para proteger la soberanía y los derechos de las audiencias. También mencionó la importancia de mantener un marco jurídico sólido en telecomunicaciones, especialmente ante la desaparición del Instituto Federal de Telecomunicaciones.",1750000
1081,2025-04-22,Canal 4 N+Foro TV,TV Abierta,La UAM Iztapalapa se suma al paro indefinido de labores que inició en la UAM Azcapotzalco.,"La Universidad Autónoma Metropolitana (UAM) Iztapalapa se ha unido al paro indefinido de labores que comenzó en la UAM Azcapotzalco, según reportes de Luis Carlos Hernández. 
 
 Este paro, que se espera dure al menos 48 horas, ha llevado al cierre total de las instalaciones, como se puede observar en las imágenes proporcionadas por Eric Pérez. 
 
 Los participantes exigen que las autoridades atiendan sus solicitudes. 
 
 Se espera que mañana se lleve a cabo una reunión con las autoridades para decidir si se extiende el paro o se reanuda la actividad. 
 
 Hasta el momento, la UAM Iztapalapa continúa con el paro, sumándose a las demandas de la UAM Azcapotzalco.",432000
1082,2025-04-22,Canal 4 N+Foro TV,TV Abierta,Liberan la circulación en la avenida Doctor Río de la Loza tras protesta por presos políticos.,"La circulación en la avenida Doctor Río de la Loza fue restablecida tras la intervención de un colectivo que exigía la liberación de presos políticos en diferentes penales. 
 
 El bloqueo, que generó inconvenientes en las inmediaciones de la calle Gabriel Hernández, fue levantado después de que las autoridades atendieran las demandas del grupo manifestante. 
 
 A pesar de las condiciones climáticas adversas, se recomienda precaución al circular por la zona. 
 
 Este incidente se suma a la serie de protestas que han tenido lugar en la Ciudad de México en los últimos días.",432000
1083,2025-04-22,Canal 4 N+Foro TV,TV Abierta,Paro indefinido en la UAM-Azcapotzalco por mala infraestructura y violencia de género.,"Estudiantes de la Universidad Autónoma Metropolitana (UAM) plantel Azcapotzalco han iniciado un paro indefinido desde las 17:00 horas del día anterior, en protesta por la mala infraestructura de las instalaciones y la violencia de género. 
 
 Los manifestantes han presentado un pliego petitorio a las autoridades, quienes han mostrado disposición para entablar un diálogo con los estudiantes y abordar sus demandas.",432000
1084,2025-04-22,Canal 40 Adn,TV Abierta,"Resumen Informativo, Cotorreando la Noticia","- Un incendio se produjo en una fábrica de contenedores de aceite y productos congelados pre fritos en Apodaca, requiriendo la intervención de los elementos de protección civil para controlarlo.
 
 - En Oaxaca, un autobús de pasajeros se incendió en la carretera Transístmica. Afortunadamente, el conductor detectó el problema a tiempo, estacionó el vehículo y evacuó a todos los pasajeros, evitando lesiones.
 
 - Un accidente automovilístico ocurrió en el Periférico Sur cerca de Coapa, donde un coche se estrelló contra un muro, resultando en lesiones para el conductor.
 
 - En la UAM Azcapotzalco, los accesos fueron cerrados con cadenas debido a un paro indefinido. La situación será informada una vez que el paro concluya.
 
 - Estudiantes de las facultades de Economía y Ciencias Políticas de la UNAM han iniciado un paro cultural desde el martes hasta el jueves 24 de abril, suspendiendo actividades administrativas, académicas, culturales y deportivas.
 
 - Se destacó el hermoso amanecer visto desde el viaducto Miguel Alemán, con imágenes compartidas en la transmisión, resaltando la belleza del sol.",3780000
1085,2025-04-22,Generación Universitaria CDMX (sitio),Portales Estatales,UAM Azcapotzalco se va a paro estudiantil; esto sabemos,La UAM Azcapotzalco suspendió sus actividades después de que un grupo estudiantil iniciara un paro indefinido el pasado 21 de abril. La decisión se tomó tras una asamblea como medida de protesta ante la falta de atención a las necesidades del alumnado.,196200
1086,2025-04-22,88.9 Noticias,Radio FM,Alumnos de la UAM Azcapotzalco realizan paro indefinido por falta de atención a sus demandas.,"La Universidad Autónoma Metropolitana (UAM) Azcapotzalco ha sido escenario de un paro indefinido desde el lunes 21 de abril, iniciado por un grupo de alumnos a las 17:00 horas. 
 
 Los estudiantes han expresado su descontento ante la falta de atención a sus necesidades, destacando problemas como la deficiente infraestructura de las instalaciones, la violencia de género y la salud mental. 
 
 Asimismo, critican el nuevo reglamento, el cual consideran que contiene artículos que favorecen el abuso de autoridad, al prohibir fumar, usar vaporizadores o cigarrillos electrónicos, y restringir la realización de pintas o mensajes en espacios no autorizados.",1130000
1087,2025-04-22,Canal 4 N+Foro TV,TV Abierta,Estudiantes de la UAM-Azcapotzalco mantienen paro indefinido por falta de atención a problemas de infraestructura y violencia de género.,"Estudiantes de la Universidad Autónoma Metropolitana (UAM) en el plantel Azcapotzalco han iniciado un paro indefinido de labores, comenzando la tarde de ayer. 
 
 La protesta surge como respuesta a la denuncia de deficiencias en la infraestructura del campus, así como a la percepción de indiferencia por parte de las autoridades ante cuestiones relacionadas con la salud mental y la violencia de género. 
 
 En respuesta, las autoridades de la UAM han hecho un llamado a la comunidad estudiantil para entablar un diálogo constructivo sobre estos asuntos.",432000
