Fecha,Medio,Título,Resumen
2025-05-20,Canal 8.1 Heraldo TV,El entorno más cercano a Clara Brugada se cimbró con el doble asesinato de su secretaria particular y un asesor.,"En la mañana de hoy, aproximadamente a las 7:20 a.m., dos colaboradores cercanos a Clara Brugada, jefa de gobierno de la Ciudad de México, fueron asesinados en un ataque a mano armada. 
 
 Las víctimas, Ximena Guzmán, secretaria particular de Brugada, y José Muñoz, asesor cercano a la mandataria, fueron abatidos mientras se encontraban en un vehículo estacionado sobre la calzada de Tlalpan, en la colonia Moderna, alcaldía Miguel Benito Juárez. 
 
 Un individuo con casco y chamarra blanca, que había permanecido en la zona durante al menos 20 minutos, se acercó al automóvil y disparó en al menos 12 ocasiones antes de huir. 
 
 La presidenta Claudia Sheinbaum pidió no especular sobre el doble asesinato y destacó que las víctimas no contaban con seguridad. La fiscalía capitalina ha abierto una carpeta de investigación y ya indaga el caso. 
 
 Se han encontrado huellas dactilares y se han asegurado una motocicleta y una camioneta, posiblemente vinculadas al ataque. 
 
 Las víctimas, Ximena Guzmán y José Muñoz, tenían trayectorias destacadas en el servicio público y la academia. Guzmán era socióloga y atleta, mientras que Muñoz era politólogo y analista legislativo."
2025-05-20,Canal 6 Multimedios,Ximena Guzmán Cuevas y José Muñoz Vela fueron asesinados en la Ciudad de México.,"Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de Gobierno de la Ciudad de México, y José Muñoz Vela, político y asesor, fueron asesinados en Calzada de Tlalpan, cerca del metro Xola, en la alcaldía Benito Juárez. 
 
 Guzmán, socióloga de la UAM Xochimilco y maestra en Sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, tenía 42 años. 
 
 Su trayectoria en el servicio público incluye roles en la Secretaría de Gobierno y la alcaldía Iztapalapa. 
 
 Muñoz, de 40 años, fue colaborador de Brugada en Iztapalapa y asesor en la Cámara de Diputados. 
 
 Ambos eran figuras clave en la administración capitalina. 
 
 Las autoridades investigan el crimen para evitar la impunidad."
2025-05-20,La Crónica de Hoy (sitio),UAM Xochimilco organiza jornada interna de recolección de residuos peligrosos,La institución convoca en esta tarea a todos los responsables de laboratorios y áreas generadoras de este tipo de material para su entrega y etiquetado
2025-05-20,La Crónica de Hoy (sitio),"Estoy muy triste, seguiré en el combate contra la inseguridad: Brugada","Detalló que desde que sucedieron los hechos, personal de la Secretaría de Seguridad Ciudadana y de la Fiscalía General de Justicia iniciaron las investigaciones"
2025-05-20,Ruta 135 OAX (Sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan."
2025-05-20,Canal 21 Capital 21,Asesinan a dos colaboradores de la jefa de Gobierno de la Ciudad de México.,"En un ataque directo ocurrido esta mañana en la Calzada de Tlalpan, colonia La Moderna, alcaldía Benito Juárez, fueron asesinados dos colaboradores cercanos a la jefa de Gobierno de la Ciudad de México, Clara Brugada Molina. 
 
 Las víctimas, Ximena Guzmán Cuevas, secretaria particular de Brugada, y su asesor José Muñoz Vega, fueron atacados mientras se dirigían a su trabajo. 
 
 Ximena, al volante de un vehículo Audi, detuvo brevemente el auto para recoger a José Muñoz cerca del Metro Xola, momento en el cual dos individuos en motocicleta abrieron fuego. 
 
 José fue impactado antes de poder abordar el vehículo, mientras Ximena, herida, intentó avanzar pero se estrelló a pocos metros. Ambos fallecieron antes de recibir asistencia médica. 
 
 Las autoridades, incluyendo la Secretaría de Seguridad Ciudadana y la Fiscalía General de Justicia de la Ciudad de México, han iniciado investigaciones. 
 
 Se han encontrado una camioneta y una motocicleta, presuntamente utilizadas en el ataque, que están siendo sometidas a análisis forense. 
 
 Clara Brugada ha reafirmado su compromiso de combatir la inseguridad en la ciudad. 
 
 El ataque ha generado reacciones de consternación entre funcionarios, legisladores y organizaciones civiles, quienes han expresado sus condolencias y exigido justicia. 
 
 La presidenta Claudia Sheinbaum, quien recibió la noticia durante una conferencia, ha ordenado el apoyo del Centro Nacional de Inteligencia y otras instituciones para esclarecer los hechos. 
 
 El partido Morena y la UAM Xochimilco también han lamentado el suceso, enviando condolencias a las familias de las víctimas."
2025-05-20,1500 Radio Fórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune."
2025-05-20,104.1 Radio Fórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune."
2025-05-20,Canal 121 Telefórmula,Asesinan a secretaria particular de Clara Brugada y a su asesor en la Ciudad de México.,"En un trágico suceso ocurrido esta mañana, Ximena Guzmán y José Muñoz fueron asesinados, generando diversas reacciones. 
 
 Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, era licenciada en sociología por la UAM Xochimilco y contaba con una maestría en Sociología en París. 
 
 José Muñoz Vega, asesor de Brugada, tenía formación en Ciencia Política y Administración Pública. Ambos eran figuras cercanas a Brugada, lo que agrava la conmoción por el crimen. 
 
 El asesinato, perpetrado en una zona transitada a las 8:00 a.m., ha suscitado inquietud y especulaciones sobre la seguridad en la ciudad. 
 
 Las autoridades continúan investigando, mientras las alcaldías de la Ciudad de México expresan su solidaridad y compromiso para que el hecho no quede impune."
2025-05-20,Canal 6 Multimedios,"Ximena Guzmán Cuevas y José Muñoz Velázquez, dos funcionarios públicos asesinados en la Ciudad de México.","Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, y José Muñoz Velázquez, politólogo y asesor en temas de seguridad y desarrollo social, fueron asesinados en Calzada de Tlalpan, alcaldía Benito Juárez, Ciudad de México. 
 
 Guzmán Cuevas, socióloga de la UAM Xochimilco y maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, tenía 42 años y una amplia trayectoria en el servicio público, ocupando diversos cargos en el gobierno capitalino. 
 
 Muñoz Velázquez, de 40 años, fue colaborador de Brugada en Iztapalapa, donde se desempeñó como coordinador de seguridad y asesores. 
 
 Ambos compartían en redes sociales sus intereses por la cultura, el deporte y la vida cotidiana. 
 
 Las autoridades investigan el crimen para evitar la impunidad y buscar justicia."
2025-05-20,Publimetro (sitio),"Gobierno de Clara Brugada recibe ""claro mensaje"" tras los asesinatos de su asesor y secretaria","Ximena Guzmán y José Muñoz, 'brazos izquierdos' de Clara Brugada fueron asesinados en Calzada de Tlalpan en un intento de ""desestabilizar"" el Gobierno CDMX"
2025-05-20,México en la red CDMX (sitio),"Ellos eran los colaboradores de Clara Brugada, asesinados la mañana de este martes",XIMENA JOSEFINA GUZMÁN CUEVAS
2025-05-20,Infobae América (Sitio),Este es el oasis natural en CDMX para pasear en lancha y al que puedes llegar en Metro,"En las inmediaciones de los emblemáticos canales de Xochimilco en Ciudad de México (CDMX), se erige el Parque Ecológico Xochimilco, un oasis natural que abrió sus puertas al público en 1993."
2025-05-20,107.9 Horizonte,"Teaser, SPR Informa","- """"Ataque a colaboradores de Clara Brugada en CDMX"""": Un ataque en la colonia Moderna de la alcaldía Benito Juárez resultó en la muerte de dos colaboradores cercanos de la jefa de gobierno de la Ciudad de México, Clara Brugada: Ximena Guzmán, secretaria particular, y José Muñoz, asesor. Las autoridades de la Ciudad de México y el gobierno federal, liderados por la presidenta Claudia Sheinbaum, han iniciado investigaciones para esclarecer el caso y garantizar que no haya impunidad.
 
 - """"Accidente del Buque Escuela Cuauhtémoc"""": El Buque Escuela Cuauhtémoc colisionó con el puente de Brooklyn el 17 de mayo, resultando en la muerte de dos cadetes, América Yamilet Sánchez y Adal Yair Marcos. La presidenta Claudia Sheinbaum rindió homenaje a los cadetes y se investiga la actuación del piloto de puerto de Nueva York, responsable del buque en el momento del accidente.
 
 - """"Relaciones diplomáticas México-EE.UU."""": La presidenta Claudia Sheinbaum entregó cartas credenciales al embajador de EE.UU. en México, Ronald Johnson, fortaleciendo la relación bilateral. Discutieron temas de seguridad, comercio y migración. También se abordó la propuesta de impuesto a las remesas, con el embajador mostrando disposición para facilitar el diálogo entre los gobiernos.
 
 - """"Invitación al Papa León XIV"""": La secretaria de Gobernación, Rosa Icela Rodríguez, entregó una invitación de la presidenta Claudia Sheinbaum al Papa León XIV para visitar México, con el objetivo de fortalecer lazos con el Vaticano.
 
 - """"Avances en seguridad nacional"""": El secretario de Seguridad, Omar García Harfuch, presentó avances de la Estrategia Nacional de Seguridad, destacando la detención de 21,411 personas por delitos de alto impacto y el aseguramiento de armas y drogas. Se resaltaron operativos en Michoacán, Guerrero, Guanajuato y Jalisco, logrando detenciones clave contra cárteles del narcotráfico."
2025-05-20,Publimetro (sitio),"¿Quién fue Ximena Guzmán, la secretaria particular de Clara Brugada asesinada en CDMX?","Inició su carrera en el servicio público entre 2008 y 2010 en la entonces delegación Iztapalapa, donde fue coordinadora de Desarrollo Educativo"
2025-05-20,Milenio (sitio),Pase automático UAM: ¿Cómo hacer el registro para participar? | Paso a paso,"La prestigiosa Universidad Autónoma Metropolitana (UAM) dio a conocer cómo funciona el Pase automático a la universidad, un nuevo esquema de ingreso que permitirá a más de mil estudiantes del Colegio de Bachilleres ser parte de sus planteles. Aquí en MILENIO te recordamos cuál es la fecha del registro para participar."
2025-05-20,Zócalo COAH (sitio),"¿Quién era Ximena Guzmán, secretaria particular de Brugada asesinada en CDMX?","Ciudad de México.- Esta mañana se informó sobre el asesinato de la secretaria particular de la Jefa de Gobierno de la CDMX, Clara Brugada, se trata Ximena Guzmán Cuevas, en un ataque directo sobre la Calzada de Tlalpan, en la alcaldía Benito Juárez, hecho donde también murió el asesor José Muñoz."
2025-05-20,Contramuro MICH (sitio),"¿Quién fue Ximena Guzmán, secretaria de Brugada?","Ximena Guzmán, secretaria de Clara Brugada, fue asesinada en Ciudad de México junto a José Muñoz. Conoce su trayectoria y aportaciones."
2025-05-20,Proceso (sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan."
2025-05-20,El Planeta TAMPS (Sitio),Estudian atender la enfermedad de Parkinson con dispositivo nanotecnológico que acarrea dopamina: UNAM,"Coyoacán, Ciudad de México, México, América.- En dos modelos in vitro, la doctora en Ciencias Bioquímicas, Magdalena Guerra Crespo, y su alumno de maestría, Francisco Javier Padilla Godínez, probaron un dispositivo nanotecnológico para hacer llegar directamente la dopamina al cerebro, a fin de garantizar su difusión constante en pacientes con la enfermedad de Parkinson."
2025-05-20,Billie Parker Noticias (sitio),Estudian atender enfermedad de Parkinson con dispositivo nanotecnológico que acarrea dopamina.,"*Con ello pretendemos hacerla llegar directamente al cerebro, abundó Magdalena Guerra Crespo."
2025-05-20,Pasantes DF CDMX (Sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas y José Muñoz Vega trabajaron de la mano de Clara Brugada cuando todavía era alcaldesa de Iztapalapa, y ya como jefa de gobierno se desempeñaron como secretaria particular y asesor de seguridad metropolitana, respectivamente, hasta que la mañana de este 20 de mayo fueron asesinados en un ataque directo sobre la Calzada de Tlalpan."
2025-05-20,Sopitas (sitio),"¿Quiénes eran la secretaria particular de Clara Brugada, Ximena Guzmán y el asesor José Muñoz?","Ximena Guzmán, secretaria particular de la jefa de gobierno de la CDMX fue asesinada este 20 de mayo de 2025."
2025-05-20,Códice Informativo QRO (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz? Dos figuras clave en el equipo de Clara Brugada, asesinados en un ataque que sacudió a Morena","En lo que ya es considerado un crimen de alto impacto político, fueron asesinados la mañana de este martes 20 de mayo Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz Vega, asesor en materia de seguridad del mismo equipo. El ataque directo, cometido por sujetos armados a bordo de una motocicleta, ha generado indignación entre las filas de Morena y ha movilizado a las más altas autoridades del país."
2025-05-20,Qué pasa en Mazatlán SIN (sitio),"Ximena Guzmán y José Muñoz, funcionarios de la CDMX asesinados en Tlalpan ¿Quiénes eran?",Redacción
2025-05-20,Códice Informativo QRO (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz? Dos figuras clave en el equipo de Clara Brugada, asesinados en un ataque que sacudió a Morena","En lo que ya es considerado un crimen de alto impacto político, fueron asesinados la mañana de este martes 20 de mayo Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz Vega, asesor en materia de seguridad del mismo equipo. El ataque directo, cometido por sujetos armados a bordo de una motocicleta, ha generado indignación entre las filas de Morena y ha movilizado a las más altas autoridades del país."
2025-05-20,Uno TV Noticias (Sitio),Tinta indeleble para Elección del Poder Judicial: ¿qué es y cómo funciona?,"La tinta indeleble que no se te quita del dedo en todo el día después de votar también estará presente en la Elección del Poder Judicial de la Federación 2025. ¿Para qué sirve? De esta forma, se busca evitar el doble voto y asegurar la transparencia del proceso electoral del próximo domingo 1 de junio."
2025-05-20,Radio Fórmula (sitio),Ximena Guzmán: ¿quién era la secretaria de Brugada asesinada en Tlalpan?,"Ximena Guzmán, secretaria particular de Clara Brugada -Jefa de Gobierno de la CDMX-, fue asesinada junto con el asesor José Muñoz, en la Calzada de Tlalpan, tras un ataque directo. Pero, ¿cuál fue la trayectoria de la funcionaria? Te contamos."
2025-05-20,Superchannel 12 XHPNW COAH (Sitio),"¿Quién era Ximena Guzmán, secretaria particular de Brugada asesinada en CDMX?","Ciudad de México; 20 de mayo.- Esta mañana se informó sobre el asesinato de la secretaria particular de la Jefa de Gobierno de la CDMX, Clara Brugada, se trata Ximena Guzmán Cuevas, en un ataque directo sobre la Calzada de Tlalpan, en la alcaldía Benito Juárez, hecho donde también murió el asesor José Muñoz."
2025-05-20,El Heraldo Estado de México (sitio),"Conmoción en la CDMX: Matan a tiros a Ximena Guzmán, secretaria particular de Jefa de Gobierno Clara Brugada hoy 20 de mayo","La mañana de este martes 20 de junio del 2025, Ximena Guzmán, secretaria particular, y José Muñoz, asesor de la Jefa de Gobierno Clara Brugada fueron asesinados en un ataque directo abordo de un vehículo cuando circulaban sobre la Calzada de Tlalpan, en la Ciudad de México."
2025-05-20,90.5 Imagen,"Resumen Informativo, Imagen Informativa Primera Emisión","- Jimena Guzmán, secretaria particular de la jefa de Gobierno de la Ciudad de México, y José Muñoz, asesor en seguridad, fueron asesinados en un ataque directo en Calzada de Tlalpan, cerca de la estación Metro Xola. La presidenta Claudia Sheinbaum confirmó los asesinatos y expresó su solidaridad con las familias afectadas, asegurando que se investigará a fondo para hacer justicia. Guzmán tenía una destacada trayectoria en el gobierno local, mientras que Muñoz participaba en reuniones del gabinete de seguridad. Las circunstancias del crimen aún están bajo investigación.
 
 - En otro incidente, el buque escuela Cuauhtémoc sufrió un accidente en Nueva York mientras era asistido por un remolcador y un capitán del puerto. El secretario de Marina, Raymundo Pedro Morales, señaló que es pronto para determinar las causas del accidente, que está siendo investigado por la Agencia de Seguridad del Transporte y la Guardia Costera. Dos cadetes permanecen hospitalizados en Nueva York, aunque se espera que sean dados de alta pronto. El accidente resultó en cuatro heridos de gravedad, de los cuales dos fallecieron. Las llamadas de la embarcación antes del accidente fueron para solicitar más remolcadores, no para pedir auxilio."
2025-05-20,Expansión MX,China estrecha sus lazos comerciales con Latinoamérica en el gobierno de Trump,La guerra comercial emprendida por el presidente de Estados Unidos es el principal motivo por el que algunas de las principales economías de la región buscan acercarse al gigante asiático.
